traffic_id,date_time,city,area,vehicle_count,avg_speed_kmh,accident_count,congestion_level,road_condition,visibility_m
9091.0,04/01/2024 06PM,,Chelsea,2122.0,5.040322488149643,10.0,High,Dry,7948.0
9092.0,2024-01-04T19:00Z,London,Kensington,4431.0,51.8971172388069,2.0,High,Snowy,24170.0
9093.0,04/01/2024 08PM,,Southwark,2653.0,94.17347438802634,7.0,,Wet,678.0
9094.0,2024-01-04 21:00,,Islington,3625.0,37.069301785967134,3.0,Low,Dry,9338.0
9095.0,2024-01-04T22:00Z,,Camden,3172.0,57.0240146303966,10.0,High,Wet,2701.0
9096.0,04/01/2024 11PM,,Camden,2381.0,6.570779841426029,5.0,High,Wet,4552.0
9097.0,2024-01-05 00:00,London,Kensington,1955.0,32.62413606024826,10.0,Medium,Wet,5966.0
9098.0,2024-01-05 01:00,,Chelsea,2649.0,31.19648883154744,5.0,,Snowy,1798.0
9099.0,2024-01-05T02:00Z,,Islington,1988.0,26.96995693813864,6.0,Medium,Wet,3078.0
9100.0,2024-01-05T03:00Z,,Kensington,4619.0,86.15657494474846,6.0,Low,,
9101.0,05/01/2024 04AM,,Southwark,3995.0,96.48220267678839,2.0,Medium,Snowy,3372.0
9102.0,2024-01-05 05:00,,Islington,824.0,89.68516702795186,4.0,,Dry,2819.0
9103.0,2024-01-05 06:00,London,Kensington,697.0,46.092792143562235,10.0,Low,Wet,5834.0
9104.0,05/01/2024 07AM,,,408.0,-17.950005397403327,5.0,Low,Dry,647.0
9105.0,05/01/2024 08AM,London,,269.0,87.1118114174046,6.0,Low,Wet,5232.0
9106.0,2024-01-05 09:00,,Islington,4081.0,89.6067379059834,3.0,Low,Wet,2994.0
9107.0,05/01/2024 10AM,London,Southwark,4605.0,108.17895260578604,5.0,High,Damaged,6609.0
9108.0,2024-01-05T11:00Z,London,Kensington,4237.0,95.58569716446138,10.0,,Wet,8684.0
9109.0,2024-01-05T12:00Z,,Kensington,4847.0,30.70155634020634,3.0,Medium,Dry,6684.0
9110.0,2024-01-05 13:00,London,,358.0,42.59591245626607,3.0,,,862.0
9111.0,05/01/2024 02PM,,,1583.0,-18.212422637791086,6.0,,,47624.0
9112.0,05/01/2024 03PM,London,Kensington,4772.0,35.60257935615091,10.0,Low,Wet,7070.0
9113.0,05/01/2024 04PM,London,Camden,4552.0,51.65294145835553,5.0,,Wet,1501.0
9114.0,2024-01-05 17:00,London,Chelsea,2777.0,99.90250640130512,3.0,Medium,Dry,5916.0
9115.0,2024-01-05T18:00Z,,Chelsea,3167.0,4.717889452496932,0.0,High,,9579.0
9116.0,05/01/2024 07PM,,Kensington,802.0,5.045909681352948,,Medium,Wet,
9117.0,2024-01-05 20:00,London,Chelsea,4069.0,-18.991905894404155,2.0,Low,Snowy,4282.0
9118.0,2024-01-05 21:00,,Islington,4471.0,115.1376229622319,9.0,Medium,Wet,4245.0
9119.0,2024-01-05T22:00Z,,Islington,1288.0,91.26893518443431,10.0,,,2446.0
9120.0,05/01/2024 11PM,London,Kensington,72.0,108.00870170588381,3.0,Low,Damaged,2852.0
9121.0,06/01/2024 12AM,,Chelsea,20326.0,18.658735011308544,8.0,,Snowy,6320.0
9122.0,2099-00-00 99:99,,Islington,1124.0,13.747586069683695,,Low,Damaged,3213.0
9123.0,2024-01-06 02:00,London,Kensington,707.0,82.20865172760733,9.0,High,Dry,1614.0
9124.0,,London,Kensington,2189.0,84.78756032507435,1.0,Low,Dry,30157.0
9125.0,06/01/2024 04AM,,Camden,4645.0,80.01405667002209,10.0,,,8366.0
9126.0,2024-01-06 05:00,,Islington,1508.0,13.896696749751502,6.0,High,Dry,5936.0
9127.0,2024-01-06T06:00Z,London,Kensington,620.0,112.05920175382991,0.0,Low,,2206.0
9128.0,2024-01-06 07:00,London,Islington,2686.0,84.94312854432455,10.0,High,Wet,2863.0
9129.0,2024-01-06 08:00,London,Camden,4069.0,113.3982126959432,4.0,High,Damaged,2167.0
9130.0,2024-01-06 09:00,London,Kensington,1833.0,66.89884962812175,5.0,Medium,Damaged,1718.0
9131.0,2024-01-06T10:00Z,,Camden,1633.0,78.58092316378635,4.0,Low,Damaged,2815.0
9132.0,2024-01-06 11:00,,Camden,4931.0,-13.463969169499345,2.0,Medium,Dry,4396.0
9133.0,2024-01-06 12:00,London,Kensington,4482.0,112.9727216722006,1.0,Low,Damaged,7035.0
9134.0,2024-01-06 13:00,,Islington,3879.0,109.95011195390192,10.0,,,6850.0
9135.0,2024-01-06 14:00,,Camden,3108.0,29.71285676332006,6.0,,Damaged,6922.0
9136.0,2024-01-06 15:00,,Kensington,3600.0,-9.138090203241656,6.0,High,Dry,4361.0
9137.0,Invalid,,Chelsea,2002.0,111.89760464697768,6.0,Low,,861.0
9138.0,2024-01-06T17:00Z,London,Southwark,,42.181557099075036,3.0,Medium,Wet,1053.0
9139.0,2024-01-06 18:00,,,4293.0,67.8488807534326,8.0,,Dry,4774.0
9140.0,2024-01-06T19:00Z,,Chelsea,2074.0,27.41255821508314,6.0,,Snowy,6606.0
9141.0,06/01/2024 08PM,,Southwark,2518.0,25.34922448123191,6.0,Low,Damaged,8014.0
9142.0,2024-01-06T21:00Z,,Southwark,19978.0,119.31450139551026,3.0,,Snowy,4308.0
9143.0,2024-01-06 22:00,,,2147.0,,2.0,,Dry,2682.0
9144.0,06/01/2024 11PM,London,Southwark,4606.0,87.67339718227593,10.0,,Damaged,7820.0
9145.0,07/01/2024 12AM,London,Southwark,4864.0,109.15264152497635,4.0,High,Damaged,1498.0
9146.0,07/01/2024 01AM,London,,163.0,76.14651655179392,4.0,Low,Dry,8541.0
9147.0,2024-01-07 02:00,London,Kensington,,96.6165025530684,5.0,High,Damaged,9512.0
9148.0,,London,Camden,1057.0,116.3342443580581,2.0,,Dry,6055.0
9149.0,07/01/2024 04AM,,,624.0,5.740893244264977,3.0,Low,,
9150.0,2024-01-07T05:00Z,,Chelsea,14530.0,,1.0,Low,Dry,6931.0
9151.0,2024-01-07T06:00Z,,Islington,,67.75850384943331,1.0,,Dry,2463.0
9152.0,2024-01-07 07:00,London,Kensington,2839.0,51.51900660615717,8.0,Medium,Dry,1903.0
9153.0,2024-01-07 08:00,London,Islington,3691.0,74.25289844978549,1.0,,Snowy,5514.0
9154.0,2024-01-07 09:00,London,,945.0,101.21658043306186,9.0,Medium,Damaged,1748.0
9155.0,2024-01-07 10:00,London,Chelsea,794.0,20.0910183506238,3.0,Low,Dry,9749.0
9156.0,07/01/2024 11AM,,Camden,4955.0,97.54013255908436,8.0,,Damaged,4848.0
9157.0,2024-01-07T12:00Z,,Chelsea,3442.0,60.592009132248265,6.0,,Snowy,7103.0
9158.0,07/01/2024 01PM,London,Southwark,529.0,73.8039843851357,7.0,Low,,7545.0
9159.0,2024-01-07 14:00,London,Camden,16103.0,50.29146220539433,9.0,Medium,Snowy,32237.0
9160.0,2024-01-07 15:00,,Southwark,2811.0,38.85803343278783,1.0,Low,Damaged,767.0
9161.0,07/01/2024 04PM,,Chelsea,3151.0,78.71737336680651,1.0,Low,Wet,41167.0
9162.0,07/01/2024 05PM,,Southwark,318.0,115.23208377115184,7.0,Medium,Dry,314.0
9163.0,2024-01-07 18:00,London,,3417.0,31.875702356172877,5.0,,Damaged,9892.0
9164.0,2024-01-07 19:00,London,,3084.0,,4.0,,Snowy,3650.0
9165.0,2024-01-07 20:00,London,Kensington,4131.0,12.547792800442569,6.0,Low,Snowy,40228.0
9166.0,2024-01-07 21:00,London,Southwark,1212.0,118.10097478239139,6.0,Low,Damaged,5386.0
9167.0,2024-01-07T22:00Z,,Camden,17801.0,67.02354662110805,2.0,High,,351.0
9168.0,2024-01-07T23:00Z,,Kensington,3174.0,,2.0,Medium,,1062.0
9169.0,08/01/2024 12AM,,,4112.0,73.33613624218131,4.0,Low,Dry,9028.0
9170.0,2024-01-08 01:00,London,Chelsea,4007.0,9.656863950048887,0.0,Medium,Dry,49196.0
9171.0,2024-01-08 02:00,London,Camden,3229.0,-19.909956621851798,10.0,High,Wet,5046.0
9172.0,2024-01-08 03:00,,,3026.0,,5.0,Low,Snowy,9922.0
9173.0,,London,Kensington,3272.0,18.634143317531816,10.0,Low,Wet,4020.0
9174.0,2024-01-08 05:00,London,Southwark,4111.0,-10.892975247201038,0.0,High,Wet,2119.0
9175.0,2024-01-08T06:00Z,London,,2502.0,22.701114095497296,1.0,High,,
9176.0,2024-01-08T07:00Z,,Southwark,1763.0,30.86243741593796,3.0,Low,Snowy,3591.0
9177.0,2024-01-08 08:00,London,Islington,2471.0,30.38892060441023,23.0,High,Dry,4720.0
9178.0,2024-01-08 09:00,,,13.0,57.26953528785458,10.0,High,Dry,6079.0
9179.0,08/01/2024 10AM,London,Camden,14378.0,107.15124817994409,,Medium,Snowy,2896.0
9180.0,2024-01-08 11:00,London,Southwark,3383.0,113.90472700889443,8.0,Low,Snowy,2275.0
9181.0,08/01/2024 12PM,,Camden,4656.0,41.83034799073074,5.0,,Snowy,6095.0
9182.0,2024-01-08 13:00,London,Kensington,4741.0,116.6500565751137,8.0,High,Damaged,2486.0
9183.0,2024-01-08T14:00Z,,Southwark,4793.0,4.454465662940304,5.0,Low,,8047.0
9184.0,08/01/2024 03PM,,Islington,927.0,21.95857204120594,6.0,High,Snowy,2257.0
9185.0,2099-00-00 99:99,,Chelsea,4541.0,-18.678137796999906,3.0,High,Damaged,7097.0
9186.0,2024-01-08T17:00Z,,Camden,1650.0,55.3807280739223,7.0,,,7986.0
9187.0,2024-01-08 18:00,,,3701.0,53.29863024294377,1.0,,Damaged,838.0
9188.0,2024-01-08T19:00Z,London,,3380.0,104.15755011647718,9.0,Low,Dry,4840.0
9189.0,2024-01-08 20:00,London,Chelsea,187.0,4.985267122565196,6.0,Low,Dry,5752.0
9190.0,2024-01-08 21:00,London,Kensington,4094.0,25.568928558536292,1.0,Low,Wet,1694.0
9191.0,2024-01-08T22:00Z,London,Islington,4710.0,30.252589724062545,2.0,Low,Wet,8278.0
9192.0,2024-01-08T23:00Z,London,Southwark,2811.0,80.84145251749842,9.0,Medium,Damaged,6553.0
9193.0,2024-01-09 00:00,,Islington,539.0,40.871226272095036,7.0,Low,Damaged,8075.0
9194.0,2024-01-09T01:00Z,London,Camden,3397.0,33.67575814219406,8.0,Medium,Damaged,639.0
9195.0,09/01/2024 02AM,London,Chelsea,3668.0,38.66506396979239,6.0,,Wet,4712.0
9196.0,09/01/2024 03AM,London,Islington,2695.0,3.3690624594734286,5.0,Medium,Dry,6389.0
9197.0,2024-01-09 04:00,,Kensington,2973.0,,9.0,High,Snowy,3765.0
9198.0,2024-01-09T05:00Z,London,Southwark,3733.0,54.54304380906167,9.0,High,Damaged,2924.0
9199.0,2024-01-09T06:00Z,London,Chelsea,2175.0,7.2584090370612095,9.0,,Wet,9370.0
9200.0,09/01/2024 07AM,London,,18183.0,15.258952387532402,0.0,,,
9201.0,09/01/2024 08AM,,Southwark,1029.0,46.15466823823329,2.0,,Wet,7921.0
9202.0,2024-01-09 09:00,London,Kensington,1943.0,52.66911735557996,9.0,Medium,Damaged,42228.0
9203.0,2024-01-09 10:00,,,4461.0,27.39492463874006,4.0,Low,Wet,
9204.0,2024-01-09T11:00Z,London,Southwark,4895.0,88.07037271788604,9.0,Low,Snowy,5112.0
9205.0,09/01/2024 12PM,,Kensington,1320.0,33.79946909670937,10.0,Medium,,1452.0
9206.0,2024-01-09T13:00Z,,Chelsea,1719.0,102.645063061098,7.0,Low,Damaged,3419.0
9207.0,TBD,,Kensington,1203.0,118.43957692374543,4.0,Medium,Snowy,1273.0
9208.0,2024-01-09T15:00Z,London,Camden,4798.0,53.396915926142356,2.0,Low,Snowy,1889.0
9209.0,2024-01-09T16:00Z,London,Chelsea,4554.0,43.68042940487543,4.0,Low,Snowy,5990.0
9210.0,09/01/2024 05PM,,Camden,248.0,,3.0,Medium,Damaged,3209.0
9211.0,2024-01-09 18:00,,,20875.0,,8.0,,Dry,9735.0
9212.0,2024-01-09 19:00,London,Southwark,866.0,15.20650904506307,8.0,,Damaged,1749.0
9213.0,09/01/2024 08PM,,,3266.0,48.6777659082264,58.0,High,Wet,354.0
9214.0,2024-01-09T21:00Z,,Chelsea,4531.0,8.316933954031365,9.0,Medium,,383.0
9215.0,09/01/2024 10PM,,Kensington,4982.0,28.679379466798483,,High,Wet,6921.0
9216.0,2024-01-09T23:00Z,,Islington,1514.0,17.56521141971337,9.0,Medium,Snowy,5399.0
9217.0,2024-01-10T00:00Z,London,Southwark,13089.0,33.4383849204723,7.0,Medium,Snowy,5040.0
9218.0,2024-01-10T01:00Z,,Southwark,2842.0,60.163895708142725,8.0,Low,Wet,35005.0
9219.0,10/01/2024 02AM,,Southwark,3480.0,47.610200534627225,1.0,,Wet,5515.0
9220.0,2024-01-10T03:00Z,London,Southwark,,,10.0,High,Snowy,1560.0
9221.0,10/01/2024 04AM,,Chelsea,716.0,105.84515825023968,6.0,Low,Damaged,6133.0
9222.0,2024-01-10T05:00Z,London,Southwark,1186.0,-5.740074012838242,0.0,High,,9940.0
9223.0,10/01/2024 06AM,,Southwark,281.0,117.21999698888895,5.0,Low,Wet,3305.0
9224.0,2024-01-10T07:00Z,London,Islington,2252.0,41.414366030831026,,High,Damaged,158.0
9225.0,2024-01-10 08:00,,Chelsea,4260.0,69.40907424258114,4.0,Medium,Dry,590.0
9226.0,10/01/2024 09AM,London,Chelsea,1353.0,,6.0,,Dry,
9227.0,2024-01-10T10:00Z,London,Kensington,2455.0,60.78927719185097,0.0,,Dry,4210.0
9228.0,2024-01-10 11:00,London,Islington,1019.0,91.47826810598846,9.0,Low,,3497.0
9229.0,2024-01-10 12:00,,,71.0,,4.0,Low,,1777.0
9230.0,2024-01-10T13:00Z,London,Chelsea,941.0,57.82390570884433,6.0,Low,Snowy,1915.0
9231.0,2024-01-10 14:00,London,Southwark,1899.0,29.769630688130217,6.0,,Damaged,5857.0
9232.0,2024-01-10 15:00,London,Chelsea,1877.0,118.71450822150075,3.0,,Damaged,6705.0
9233.0,10/01/2024 04PM,,Camden,4692.0,53.49517615333212,10.0,Low,Damaged,9081.0
9234.0,2024-01-10T17:00Z,,Southwark,231.0,92.27777569359488,10.0,Medium,Damaged,5521.0
9235.0,2024-01-10T18:00Z,London,Southwark,10806.0,89.2658028407443,3.0,High,Snowy,4286.0
9236.0,2024-01-10 19:00,,Camden,2941.0,18.965806379505967,1.0,Medium,Damaged,2286.0
9237.0,2024-01-10T20:00Z,,Camden,,78.75956003088844,6.0,,Damaged,4218.0
9238.0,10/01/2024 09PM,,Southwark,4800.0,6.222079890616832,6.0,Medium,Wet,6503.0
9239.0,2024-01-10T22:00Z,,Kensington,15620.0,49.89056353122471,9.0,High,Wet,3518.0
9240.0,10/01/2024 11PM,,Camden,1847.0,87.80848523251257,10.0,High,Dry,8198.0
9241.0,2024-01-11 00:00,London,Kensington,3010.0,104.41058944924129,4.0,High,Snowy,3300.0
9242.0,2024-01-11T01:00Z,London,Southwark,3138.0,81.851222547267,1.0,Medium,Dry,2480.0
9243.0,2024-01-11 02:00,London,Southwark,278.0,118.02112594775983,10.0,,Wet,3610.0
9244.0,2024-01-11 03:00,,Southwark,194.0,-17.55347383340116,0.0,,Snowy,5196.0
9245.0,2024-01-11 04:00,London,Chelsea,2092.0,91.44908645247473,5.0,,Dry,
9246.0,2024-01-11 05:00,London,Kensington,4806.0,119.92968204558532,,High,Dry,9320.0
9247.0,2024-01-11 06:00,,Southwark,4870.0,32.218909026289445,2.0,High,Snowy,1048.0
9248.0,11/01/2024 07AM,,Kensington,1972.0,3.273708929987839,4.0,Low,Dry,9484.0
9249.0,2024-01-11 08:00,London,Camden,2276.0,117.49765434644908,5.0,High,Snowy,9646.0
9250.0,2024-01-11 09:00,,Camden,3536.0,80.74009333860207,1.0,Low,Damaged,7839.0
9251.0,11/01/2024 10AM,,Islington,3391.0,56.63692076896743,2.0,,Snowy,466.0
9252.0,2024-01-11 11:00,London,Kensington,500.0,37.62599984551956,7.0,Medium,,3481.0
9253.0,2024-01-11T12:00Z,London,,2247.0,95.13695222269868,4.0,Medium,Snowy,6245.0
9254.0,11/01/2024 01PM,,Chelsea,44.0,41.63607972513283,4.0,Low,Wet,989.0
9255.0,11/01/2024 02PM,London,,4064.0,47.71291081228063,0.0,,,6892.0
9256.0,Invalid,,Chelsea,733.0,104.74214096768198,2.0,High,Snowy,6924.0
9257.0,11/01/2024 04PM,London,Southwark,22855.0,107.89365411715093,25.0,High,Dry,5014.0
9258.0,2024-01-11 17:00,London,Islington,21346.0,64.52700652315198,6.0,Low,Snowy,1193.0
9259.0,11/01/2024 06PM,,Chelsea,3932.0,59.187775141795456,8.0,High,Dry,25136.0
9260.0,11/01/2024 07PM,London,Southwark,153.0,59.41253503578009,3.0,,Snowy,6318.0
9261.0,11/01/2024 08PM,London,Chelsea,4700.0,46.84005186179683,3.0,Medium,Dry,4642.0
9262.0,11/01/2024 09PM,,Islington,1135.0,44.8783204357004,7.0,High,,9043.0
9263.0,2024-01-11 22:00,,Camden,323.0,7.801236369808935,5.0,Medium,,3888.0
9264.0,2024-01-11T23:00Z,London,,1568.0,4.375697927448124,3.0,,Dry,4182.0
9265.0,2024-01-12T00:00Z,London,,61.0,35.52063153469384,8.0,,Wet,4018.0
9266.0,12/01/2024 01AM,,Chelsea,2228.0,8.48071375928771,9.0,Medium,Wet,
9267.0,2024-01-12 02:00,London,,3081.0,37.792291031349414,8.0,,Dry,44817.0
9268.0,2024-01-12T03:00Z,,Chelsea,4209.0,102.56730033083791,8.0,Medium,Snowy,9491.0
9269.0,2024-01-12 04:00,,,3840.0,53.82457527731703,10.0,Low,Damaged,5418.0
9270.0,2024-01-12 05:00,,Kensington,4988.0,49.90513046229383,5.0,,Dry,9964.0
9271.0,2024-01-12 06:00,London,Kensington,4492.0,20.540204453638065,,Low,Wet,150.0
9272.0,2024-01-12 07:00,London,Chelsea,319.0,67.26829817542377,0.0,Low,Wet,
9273.0,2024-01-12T08:00Z,,Camden,3412.0,13.437891476560248,5.0,Low,,5150.0
9274.0,2024-01-12T09:00Z,,Southwark,14216.0,33.834013112834356,1.0,,Wet,7074.0
9275.0,2024-01-12 10:00,,Camden,3006.0,73.16529115524642,8.0,Low,Dry,
9276.0,2024-01-12T11:00Z,London,Chelsea,2880.0,113.71403607099896,4.0,,Damaged,5585.0
9277.0,2024-01-12 12:00,,Islington,1834.0,53.64031986024514,1.0,,Wet,5502.0
9278.0,2024-01-12T13:00Z,,Kensington,3427.0,72.06878451979098,10.0,Medium,Wet,7646.0
9279.0,2024-01-12 14:00,,Chelsea,1303.0,-12.542320773329948,0.0,Low,Damaged,3318.0
9280.0,2099-00-00 99:99,London,,3387.0,79.62948281869093,9.0,Medium,Dry,9159.0
9281.0,2024-01-12T16:00Z,,Camden,,119.66786358134298,6.0,High,Wet,1989.0
