weather_id,date_time,city,season,temperature_c,humidity,rain_mm,wind_speed_kmh,visibility_m,weather_condition
5030.0,2024-01-02T05:00Z,,Winter,14.765949227631637,42.0,8.129312908683033,63.187019027846986,4120,Clear
5031.0,2024-01-02T06:00Z,London,Winter,60.0,75.0,38.787619212160706,,1768,Fog
5032.0,2024-01-02T07:00Z,London,Winter,-2.3689772914046014,62.0,19.62657694949662,23.388991566925128,7845,Rain
5033.0,2024-01-02 08:00,London,Winter,-2.203690705817467,92.0,12.75386974119615,15.716112982643251,1771,Snow
5034.0,2024-01-02T09:00Z,,Winter,6.822658399474083,87.0,33.7989455025753,64.02306718860075,2049,Rain
5035.0,2024-01-02T10:00Z,,Winter,3.9855029307170255,20.0,,29.76383739571765,5615,Fog
5036.0,02/01/2024 11AM,,Winter,13.831718828590052,30.0,13.128035884869115,32.06162420139929,8937,Rain
5037.0,2024-01-02 12:00,London,Winter,11.701460534697347,29.0,32.9427211028401,21.775310475423908,111,Rain
9846.0,2024-01-02 13:00,London,Winter,13.294176984095103,88.0,5.169954966170814,30.84745212761078,,Storm
5039.0,2024-01-02T14:00Z,London,Winter,10.127509991316755,96.0,32.8400985977288,39.559246096230964,6624,Clear
5040.0,2024-01-02 15:00,,Winter,13.419272890249275,94.0,22.68515567087973,64.00195466705627,7167,Rain
5041.0,2024-01-02 16:00,London,Winter,-2.2979991436330405,97.0,7.271600495553204,11.368491962543397,7853,Rain
5042.0,02/01/2024 05PM,London,Winter,-30.0,57.0,150.4491539433953,68.67908884188432,6867,Rain
5043.0,2024-01-02 18:00,London,Winter,1.331662731085399,56.0,5.996805095140056,35.61871187636966,9043,Storm
5044.0,02/01/2024 07PM,London,Winter,4.749977265476165,82.0,2.860664605404878,9.085890530803127,3749,Fog
5045.0,02/01/2024 08PM,,Winter,,36.0,36.46124458171512,36.48150683893577,223,Snow
5046.0,02/01/2024 09PM,,Winter,4.001424396399591,46.0,38.74443873412712,51.77342233058851,3036,Clear
5047.0,02/01/2024 10PM,,Winter,12.60494699563441,35.0,43.237133696108096,,5859,
5048.0,02/01/2024 11PM,,Winter,13.119837571894905,84.0,33.319958970026015,0.17526510893756786,,
5049.0,03/01/2024 12AM,London,Spring,5.63986657591553,73.0,43.433580259858445,6.045605387558197,8119,Fog
5050.0,2024-01-03T01:00Z,London,Winter,5.447473343288321,29.0,14.411246520082782,62.477931056404906,7751,Rain
5051.0,03/01/2024 02AM,,Spring,16.469384468977047,57.0,32.43726821466304,1.27265310702537,908,
5052.0,2024-01-03 03:00,London,Winter,6.144511491275983,32.0,35.639493740704545,68.8592272178332,2983,Clear
5053.0,03/01/2024 04AM,,Spring,5.864831498684837,67.0,7.9982174950746,76.71730242905608,9097,Clear
5054.0,03/01/2024 05AM,London,Spring,7.440446383633013,29.0,41.67842508383506,36.052507858434204,9426,Fog
5055.0,2024-01-03 06:00,,Winter,14.05466973304982,,5.431835628440229,11.632692076222124,1597,Clear
5056.0,32/15/2024 99:99,,Winter,,26.0,41.79843799193213,34.47934471774914,4881,
5057.0,03/01/2024 08AM,,Spring,13.995294490821504,65.0,42.356401679739726,5.452184216872036,9699,
5058.0,03/01/2024 09AM,London,Spring,12.762246145005799,94.0,32.25556041579323,46.36477248071952,3505,Storm
5059.0,2024-01-03 10:00,,Winter,0.59029899308642,20.0,24.70320676371902,32.26272191648743,8291,Rain
5060.0,03/01/2024 11AM,London,Spring,15.259192435253453,51.0,25.04486877755332,39.90818187527044,5035,
5061.0,03/01/2024 12PM,London,Spring,17.59743567521524,93.0,21.503261698594077,19.630108454717323,2690,Rain
5062.0,32/15/2024 99:99,,,29.51648908979488,38.0,13.821688768338925,204.75634740147285,6883,Snow
5063.0,2024-01-03T14:00Z,London,Winter,0.16670902256920694,46.0,14.508373344976505,13.050249870004809,7412,Fog
5064.0,03/01/2024 03PM,,Spring,19.478291218921612,82.0,33.76676584559466,27.95298092012601,1657,
5065.0,03/01/2024 04PM,,Spring,10.220248001264142,,7.170907221563039,21.780520904024996,5605,Fog
5066.0,03/01/2024 05PM,London,Spring,6.928698194110442,37.0,23.90719985084496,15.19829106715398,,
5067.0,03/01/2024 06PM,London,Spring,5.785028996304566,45.0,4.006674143571454,50.79367456510566,9472,
5068.0,2024-01-03 19:00,,Winter,2.0003508096960543,46.0,5.341982318259148,54.011638244643535,6807,Storm
5069.0,2024-01-03T20:00Z,,Winter,0.19030365824969753,78.0,12.847650842724567,1.8222926245622428,6222,Rain
5070.0,03/01/2024 09PM,,Spring,17.409614735462824,49.0,12.851080781453772,78.38417661336908,1964,Storm
5071.0,03/01/2024 10PM,,Spring,18.358555916578204,35.0,20.98136006438258,,8517,Clear
5072.0,2024-01-03T23:00Z,,Winter,10.083948709391429,77.0,175.73584612929056,25.81667417599008,3404,
5073.0,2024-01-04 00:00,London,Winter,9.065394316379491,82.0,39.70804211939363,77.45012032302961,723,
5074.0,2024-01-04T01:00Z,London,Winter,11.875984296912232,92.0,34.87444913475786,71.18379449605455,5738,Storm
5075.0,2024-01-04 02:00,,Winter,10.904254100499571,94.0,33.24467453797749,69.79675962140799,2511,Storm
5076.0,2024-01-04T03:00Z,,Winter,,41.0,2.27031174002309,49.01611126158174,6153,Storm
5077.0,32/15/2024 99:99,London,FoggySeason,9.305879190140232,80.0,4.062542197509039,9.520557976445678,9101,Snow
5078.0,2024-01-04 05:00,London,Winter,,77.0,8.053951738371124,7.2399725162248,9523,Clear
5079.0,2024-01-04T06:00Z,London,Winter,-1.0961288350081566,81.0,44.950031652146,31.96873351241349,7830,
5080.0,2024-01-04 07:00,,Winter,1.0351647706589855,150.0,24.675708218059846,,9734,Rain
5081.0,32/15/2024 99:99,London,,-3.628838124180205,86.0,39.42550718384984,49.70163755087061,9147,Clear
5082.0,2024-01-04 09:00,,Winter,8.488570773024502,73.0,46.55685441074015,5.829418508036461,6821,Rain
5083.0,04/01/2024 10AM,London,Spring,,84.0,21.79485727732695,12.934416816458327,1702,Fog
5084.0,2024-01-04 11:00,,Winter,-2.8401868136368735,79.0,20.568004055098804,54.48462682434693,8005,Rain
5085.0,2024-01-15T99:00Z,,,-4.532392101082379,35.0,34.25031319481401,63.18937477904747,1033,Clear
5086.0,04/01/2024 01PM,London,Spring,6.328313947991446,90.0,35.683019044437444,32.78599530442502,,Rain
5087.0,04/01/2024 02PM,London,Spring,-30.0,59.0,42.18122218310795,57.55072562867237,7440,Storm
5088.0,04/01/2024 03PM,,Spring,9.438888007271059,86.0,32.01765871507389,65.64032412629652,6350,Clear
5089.0,04/01/2024 04PM,London,Spring,5.227610285150155,,20.130616428167702,72.5944974470988,3379,Rain
5632.0,2024-01-04T17:00Z,London,Winter,-4.346181221670418,74.0,26.355793342115813,6.143069173920654,7758,Clear
5091.0,2024-01-04T18:00Z,,Winter,2.936805672836158,23.0,31.803159928657376,55.47624399341865,708,
5092.0,04/01/2024 07PM,,Spring,12.728086653508303,25.0,35.5431572025185,21.019018259551796,7137,Snow
5093.0,2024-01-04 20:00,London,Winter,-1.2585326475624448,58.0,25.70253119214385,,97,Clear
5094.0,2024-01-04 21:00,London,Winter,7.942890336535182,,,4.121149046956258,5981,Fog
5095.0,2024-01-04 22:00,London,Winter,-1.2647880248107435,60.0,19.300298034854478,37.478212698440814,7487,Snow
5096.0,04/01/2024 11PM,London,Spring,17.26729172470361,83.0,36.78177260661564,52.855720319042135,3938,Snow
5097.0,2024-01-05 00:00,London,Winter,-4.543228426741111,36.0,48.33828873707527,63.30492415978614,8162,Rain
5098.0,2024-01-05 01:00,,Winter,0.40290064325851027,71.0,17.580365211700695,68.8630334916169,8715,Clear
5099.0,2024-01-05T02:00Z,London,Winter,-1.2021239412329154,59.0,45.43153385923641,54.3611159432486,4743,Fog
5100.0,2024-01-05 03:00,London,Winter,7.9900187236298095,50.0,27.6127794499888,35.03542251737202,9605,Rain
5101.0,05/01/2024 04AM,London,Spring,6.866785359193175,96.0,14.281522003536834,67.26199900889382,3942,Rain
5102.0,2024-01-05 05:00,London,Winter,-4.304892734281092,84.0,11.371366417056855,20.71275916228118,2398,Clear
5103.0,2024-01-05T06:00Z,London,Winter,-4.2820605557393066,59.0,2.859346508562294,48.73928539627046,9935,Fog
6333.0,2024-01-05 07:00,,Winter,,78.0,0.15310791796198653,31.23942005391531,,Clear
5105.0,05/01/2024 08AM,,Spring,16.381288577673082,26.0,21.882038926001808,28.379509600446376,344,Rain
5106.0,2024-01-05 09:00,London,Winter,-2.098621480454097,26.0,39.86042945752746,39.427575550342155,229,
5107.0,05/01/2024 10AM,London,Spring,10.817388652201522,53.0,31.72026137678761,3.5090437169366684,617,Clear
5108.0,2024-01-05 11:00,,Winter,-3.295643212262902,74.0,43.86381420981814,73.77587323744505,6638,Storm
5109.0,2024-01-05T12:00Z,,Winter,-30.0,26.0,30.624694700703447,3.7098217564455904,5246,Snow
5110.0,2024-01-05 13:00,,Winter,-4.476114127215924,72.0,32.84832390024374,39.7949506245842,2520,Rain
5111.0,2024-01-05 14:00,London,Winter,0.3057559341149769,,3.7984854918514612,5.808542556944172,243,Rain
5112.0,05/01/2024 03PM,London,Spring,16.49927055770958,37.0,30.0794016232733,26.72491200695341,8592,Rain
5113.0,2024-01-05T16:00Z,,Winter,-2.5012700655208375,59.0,15.018336344094807,20.14294564539762,3232,Storm
5114.0,2024-01-05 17:00,,Winter,2.527479783024944,97.0,36.116992620364535,78.86474523870008,2027,Storm
5115.0,2024-01-05T18:00Z,,Winter,7.367909637271904,35.0,40.57663483966026,280.03676395458524,2825,Rain
5116.0,2024-01-05T19:00Z,,Winter,6.223837644039163,42.0,140.7613537952642,78.29732797896156,973,Storm
5117.0,Unknown,,Winter,8.917844127375309,46.0,25.119878847550492,30.46854564619003,5555,Clear
5118.0,05/01/2024 09PM,London,Spring,18.59639865384645,50.0,11.268750392385336,38.03299604646395,4488,Snow
5119.0,2024-01-05T22:00Z,,Winter,3.9033201095932952,25.0,22.123694154376327,67.3405299667485,4330,Fog
5120.0,2024-01-05 23:00,,Winter,2.551456447676566,,42.856568956833556,33.08589854055805,7097,Clear
5121.0,06/01/2024 12AM,London,Summer,18.94585331546471,42.0,39.29205611019048,52.3354912516912,,Rain
5122.0,06/01/2024 01AM,London,Summer,16.933802031759647,61.0,,51.52343320956237,7133,Snow
5123.0,06/01/2024 02AM,London,Summer,30.006315868255395,83.0,39.41526798820155,16.47374632777155,4511,Rain
5124.0,06/01/2024 03AM,London,Summer,14.201540053778338,54.0,40.08306296186458,76.15560929578115,2087,Clear
5125.0,2024-01-06T04:00Z,London,Winter,-1.3725772734166974,27.0,18.085972867127026,58.02903820546966,4488,
5126.0,2024-01-06T05:00Z,,Winter,13.027403083248196,58.0,31.382083105288032,63.78366176292999,1125,Clear
5127.0,2024-01-06 06:00,,Winter,-4.725638355873905,37.0,6.173221911732157,215.1626566606101,1690,
5128.0,06/01/2024 07AM,London,Summer,20.78894211224862,93.0,11.822770835698392,0.21114118042548036,6769,Rain
5129.0,06/01/2024 08AM,London,Summer,17.2134815221861,51.0,45.34913169572871,65.95204115933433,9235,Snow
5130.0,06/01/2024 09AM,,Summer,23.98992521876815,,44.727958279263724,17.30428682661148,3893,Snow
5131.0,2024-01-06 10:00,London,Winter,9.228066208820065,91.0,29.427821699939276,253.12847040316421,50000,Clear
5132.0,06/01/2024 11AM,London,Summer,13.071651406150266,74.0,0.3768918678757449,16.508805890290176,6801,Clear
5133.0,2024-01-06 12:00,,Winter,12.981202231940959,86.0,43.4284373532813,12.613975520731096,5106,Snow
5134.0,2024-01-06T13:00Z,,Winter,3.1105367175560534,28.0,10.619897439669268,66.70842941819,8698,Snow
5135.0,06/01/2024 02PM,London,Summer,25.088796379249075,68.0,43.63649679966201,,449,Rain
5136.0,06/01/2024 03PM,London,Summer,23.26093679603882,67.0,41.51616879531278,7.310214820003296,1110,Storm
5137.0,2024-01-06T16:00Z,London,Winter,11.239140493825413,36.0,37.32929906412434,15.866243554513133,3301,Storm
5138.0,2024-01-06 17:00,London,Winter,-0.6835197124739452,49.0,22.711332752349918,63.43293339224073,7664,
5139.0,2024-01-06T18:00Z,London,Winter,13.17283995689413,100.0,15.0163819465713,59.97268471861705,4075,
5140.0,2024-01-06 19:00,London,Winter,1.8386766532529597,67.0,22.255122209420442,56.42133315859512,7065,Storm
5141.0,2024-01-06T20:00Z,London,Winter,4.018856091351427,52.0,21.530849675868414,,4135,Storm
5142.0,06/01/2024 09PM,London,Summer,33.29545920817071,91.0,24.656383249006424,66.37607991749452,NaN,
5143.0,2024-01-06 22:00,London,Winter,-1.7503740394772116,56.0,5.646448511965857,19.829107764318785,7262,Rain
5144.0,2024-01-06T23:00Z,London,Winter,,92.0,40.781777422741186,31.3715640332801,239,
5145.0,2024-01-07T00:00Z,London,Winter,1.477800915081076,91.0,,52.95599742858292,4001,Storm
5146.0,07/01/2024 01AM,,Summer,25.4793897565443,69.0,25.617909337586436,16.968233489989775,709,Snow
5147.0,2024-01-07T02:00Z,,Winter,6.392514626102447,46.0,33.31898131404377,56.483424298867,5036,Storm
5148.0,2099-13-40 25:61,London,Winter,0.5659622075146693,37.0,31.39894547273552,16.252698667393275,8952,Clear
5149.0,07/01/2024 04AM,,Summer,23.076822609678384,55.0,35.235807392922645,73.18704585346252,,Fog
5150.0,07/01/2024 05AM,London,Summer,29.35093673385535,87.0,36.95334828023828,60.44707445025594,2936,Storm
5151.0,07/01/2024 06AM,London,Summer,25.48450813001456,93.0,1.815800631107778,62.625086724986744,,Snow
5152.0,2024-01-07T07:00Z,,Winter,-3.9109325273589746,48.0,46.99837050203507,20.300760219697935,7483,
5153.0,2024-01-07 08:00,London,Winter,0.7625893479676122,47.0,13.495724499667382,59.817632619550636,2417,Fog
5154.0,07/01/2024 09AM,,Summer,19.702857297386355,78.0,26.384979995790875,36.32579626751007,2219,
5155.0,07/01/2024 10AM,,Summer,11.609457626923327,49.0,,255.87684905458752,9398,Clear
5156.0,07/01/2024 11AM,London,Summer,30.299477884670786,35.0,7.1127887903497555,16.131394898789555,2924,Snow
5157.0,07/01/2024 12PM,London,Summer,17.897587540585185,98.0,42.70956929188184,32.54383893467192,2231,
5158.0,2024-01-07T13:00Z,London,Winter,12.485525133581014,72.0,28.22621808178603,30.2543553214759,,Fog
5159.0,2024-01-07T14:00Z,London,Winter,5.344740448364284,30.0,15.2717375792843,293.613037397512,8267,Rain
5160.0,07/01/2024 03PM,,Summer,27.428216027388576,,23.569352360440547,23.77517678387159,,Storm
5161.0,2024-01-07T16:00Z,London,Winter,10.98255331441254,46.0,35.51225584063225,2.934163050847731,5854,Fog
5162.0,07/01/2024 05PM,,Summer,18.280381463833386,24.0,37.50355626962243,60.00413125486618,3879,
5163.0,2024-01-07T18:00Z,,Winter,2.4306887693162116,58.0,20.16388440874572,46.93580749780945,4741,Storm
5164.0,2024-01-07 19:00,London,Winter,7.906550318487504,41.0,3.8929433973627523,,1855,Rain
5165.0,2024-01-07 20:00,,Winter,7.797880968237452,,6.537336430910762,79.89940753217188,Unknown,Rain
5166.0,07/01/2024 09PM,,Summer,19.265924987320826,59.0,17.120274042831213,34.767717001515294,5418,Snow
5167.0,2024-01-07T22:00Z,London,Winter,4.429593861734443,27.0,42.4917998997816,25.45546252788297,2380,Clear
5168.0,2024-01-07 23:00,London,Winter,4.073383072395371,46.0,9.22368920384866,33.546423438037934,6670,Clear
5169.0,2024-01-08T00:00Z,London,Winter,1.6934798099184274,66.0,30.89917668573073,27.18165437411365,1138,Rain
5170.0,32/15/2024 99:99,,FoggySeason,14.888316661380507,34.0,12.121700826765098,78.14914902736903,NaN,Clear
5171.0,2024-01-08 02:00,,Winter,3.8790203428345293,29.0,,0.6366213314600522,2080,Fog
5172.0,2024-01-08T03:00Z,London,Winter,7.9601908923408775,97.0,28.467102108348545,42.09350615388243,4946,Rain
5173.0,2024-01-08T04:00Z,London,Winter,-2.6692260483711605,92.0,17.2607151554444,30.264371474658695,6879,Rain
5174.0,2024-01-08T05:00Z,London,Winter,5.716410075443672,55.0,20.38417590422649,12.543997965471476,7448,Snow
5175.0,08/01/2024 06AM,London,Summer,30.95984037411055,68.0,41.59855606233451,231.33875536533947,9485,Fog
5176.0,2024-01-08T07:00Z,,Winter,-3.840274938398216,80.0,14.117105655932406,14.100070517167156,2778,Fog
5177.0,2024-01-08 08:00,London,Winter,8.46812879980215,71.0,17.33180017281541,12.508582623779443,5633,Storm
5178.0,Unknown,,FoggySeason,-0.5113052261655948,59.0,26.799519377694093,35.39530000745229,503,Fog
5179.0,2024-01-08 10:00,,Winter,6.129608950221188,62.0,30.715768419823323,27.248470737273696,2702,Snow
5180.0,2024-01-08 11:00,London,Winter,-3.3111145643651363,52.0,29.432057461702303,71.59562643165937,602,Fog
5181.0,2024-01-08 12:00,,Winter,12.197985000305657,37.0,20.159469761100823,34.71010829193297,71,Rain
5182.0,2024-01-08T13:00Z,London,Winter,9.083277048690604,26.0,20.547850392625204,49.53740048742033,3936,Storm
5183.0,2024-01-08 14:00,London,Winter,7.217099214145378,73.0,5.3473656442909965,15.783883195232127,9475,Rain
5184.0,2024-01-08T15:00Z,London,Winter,-1.2196726416375614,83.0,46.38839891724181,45.70001785080521,4681,Snow
5185.0,Unknown,,,26.373911445188526,73.0,34.3543024403252,55.567240449834316,307,Fog
5186.0,2024-01-08 17:00,London,Winter,11.067464777112011,51.0,32.45691588636511,23.100867031494296,2717,Clear
5187.0,2024-01-08 18:00,London,Winter,6.781100706339988,68.0,31.698542784219956,73.94754409102748,7409,Rain
5188.0,2024-01-08T19:00Z,London,Winter,9.47418327706194,55.0,38.55702137261427,59.53281404276727,9233,Storm
5189.0,08/01/2024 08PM,,Summer,29.128684331401523,46.0,13.328467858181087,39.268253421540145,8193,Snow
5190.0,2024-01-08 21:00,London,Winter,2.3259488785728006,78.0,39.83494708335938,44.894187387567,3199,Snow
5191.0,08/01/2024 10PM,London,Summer,25.399321892504602,28.0,9.008459106018835,33.85182476774192,2964,Snow
5192.0,2024-01-08T23:00Z,,Winter,-2.5499892532696378,96.0,13.321022210286676,53.644505643074574,1501,Snow
5193.0,09/01/2024 12AM,London,Autumn,,63.0,2.589088718722632,23.329386215769823,6673,Clear
5194.0,09/01/2024 01AM,London,Autumn,8.788836132353826,45.0,41.07157348361137,,1254,Fog
5195.0,2024-01-09T02:00Z,,Winter,-3.217642625653223,92.0,23.219869723931417,39.53186177328226,2071,Rain
5196.0,2024-01-09T03:00Z,,Winter,-30.0,43.0,10.425863596888663,4.408403322321419,7891,Fog
5197.0,09/01/2024 04AM,,Autumn,12.329791447258264,97.0,2.6292013753775434,46.71622668362696,1380,Storm
5198.0,2024-01-09 05:00,London,Winter,12.123380893949726,44.0,28.245696304701973,62.86877573608444,2939,Rain
5199.0,2024-01-09T06:00Z,London,Winter,-3.0428012988667907,66.0,48.95307738787829,39.4869175518573,6252,Fog
5200.0,09/01/2024 07AM,,Autumn,5.084700822390282,29.0,19.494254183190503,5.3693582109438776,6820,Clear
5201.0,2024-01-09T08:00Z,London,Winter,-4.372059589828332,77.0,,61.32211897645934,4827,Fog
5202.0,2024-01-09 09:00,,Winter,12.824051804418982,42.0,22.322628433249314,58.939905281506626,,Storm
5203.0,09/01/2024 10AM,London,Autumn,5.5546620866453384,100.0,35.692735018867985,59.07780250329023,2577,Clear
5204.0,2024-01-09 11:00,London,Winter,8.213120123775525,22.0,0.9516388911611662,51.09766024850781,7208,Fog
5205.0,2024-01-09 12:00,London,Winter,3.900210927600199,91.0,,46.14131063856955,9852,Rain
5206.0,2024-01-09T13:00Z,,Winter,-2.6299442506793547,69.0,3.131605669000476,55.44982445493787,7315,Storm
5207.0,2024-01-09 14:00,,Winter,,55.0,30.17736085777386,28.699874479927594,5959,Fog
5208.0,2024-01-09T15:00Z,,Winter,2.251966012146416,32.0,41.09417479546758,,715,Rain
5209.0,2024-01-09 16:00,London,Winter,1.898057537858544,80.0,120.63366788579462,26.873127079678667,xxx,Fog
5210.0,2024-01-09T17:00Z,London,Winter,-0.12764592747090298,28.0,7.238803389758247,78.83164360823442,,Fog
5211.0,09/01/2024 06PM,London,Autumn,6.767151203156563,44.0,,257.4291878546436,8187,
5212.0,2024-01-09T19:00Z,London,Winter,8.61450836710599,69.0,15.71897201447513,14.193668710692053,4006,Fog
5213.0,2024-01-09T20:00Z,London,Winter,-4.8742010600321155,42.0,15.887857597037886,2.5108225405044937,2223,
5214.0,2024-01-09 21:00,,Winter,11.356130022185102,72.0,38.59560754522901,4.0138110172028085,6812,Rain
5215.0,09/01/2024 10PM,London,Autumn,6.285552353148955,34.0,41.73928377944225,2.9485179609471857,8528,Storm
5216.0,2024-01-09 23:00,,Winter,-30.0,47.0,2.467368625030808,49.309309040287104,8893,Fog
5217.0,2024-01-10T00:00Z,,Winter,-3.736719954415877,31.0,13.660807432218414,42.802996918567416,6232,Rain
5218.0,2024-01-10T01:00Z,London,Winter,6.320622305758924,,9.527265315882726,4.767608644844481,5399,Fog
5219.0,2024-01-10T02:00Z,,Winter,-2.07362150725527,78.0,25.952814482239088,57.73906445666472,8947,Rain
5220.0,10/01/2024 03AM,,Autumn,,46.0,41.944223132624764,7.142545108962333,5042,Storm
5221.0,2024-01-10T04:00Z,,Winter,14.5955689125419,150.0,18.039868217770515,60.50142061981036,6596,Clear
5222.0,10/01/2024 05AM,,Autumn,16.46913686139277,-10.0,21.32266870363402,23.310229185404587,4152,Storm
5223.0,2024-01-10T06:00Z,,Winter,4.5792050243991,,17.354779371977536,50.47571335649151,6060,Rain
5224.0,10/01/2024 07AM,London,Autumn,6.210044355180755,100.0,5.927254909798757,3.9417120896871616,5057,Snow
5225.0,2024-01-10 08:00,,Winter,10.889010051254894,61.0,23.066505192249032,79.69167948877579,,Clear
5226.0,2024-01-10 09:00,London,Winter,-0.6406694611700274,41.0,3.330681542348135,229.18107750823043,5767,Snow
5227.0,10/01/2024 10AM,,Autumn,10.457129918306583,62.0,17.706932312719793,,2918,Snow
5228.0,10/01/2024 11AM,London,Autumn,10.36945930741883,91.0,11.987823730542562,26.19022033027545,8651,Storm
5229.0,2024-01-15T99:00Z,,,8.466553158227557,69.0,9.849597138971722,77.08242340086598,7977,Fog
5230.0,2024-01-10T13:00Z,London,Winter,12.11234379494623,22.0,23.607345955479612,18.791729050783765,4407,Snow
5231.0,10/01/2024 02PM,London,Autumn,6.605689507712588,76.0,31.846529594918977,71.77734587234578,1799,Snow
5232.0,10/01/2024 03PM,,Autumn,6.920437999019775,95.0,36.27721042649916,58.80952822379918,9828,
5233.0,2024-01-10T16:00Z,,Winter,4.320122572700271,41.0,39.660823289740904,13.673396951263284,1512,Storm
5234.0,10/01/2024 05PM,London,Autumn,5.956868331483518,89.0,17.421778658378805,64.78077212053455,8070,
5235.0,2024-01-10T18:00Z,,Winter,-0.5617397747893893,57.0,,51.96649195123708,,Snow
5236.0,2024-01-10T19:00Z,,Winter,2.9604906871445174,99.0,,77.88240113842349,6385,Rain
5237.0,2024-01-10 20:00,London,Winter,12.5850835580613,69.0,33.544551236545374,46.92946342958008,1551,Snow
5238.0,10/01/2024 09PM,London,Autumn,,100.0,6.033318203901667,49.63254826247781,362,
5239.0,2024-01-10 22:00,,Winter,-1.6511037692917085,57.0,12.5817229012604,60.79032819068282,574,Fog
5240.0,2024-01-10T23:00Z,,Winter,6.01944614818375,93.0,47.35768629083104,25.55830960165938,244,Fog
5241.0,11/01/2024 12AM,London,Autumn,12.602042307951805,96.0,42.38508244525628,76.0719363048386,9943,Rain
5242.0,2024-01-11 01:00,,Winter,-3.15145812876364,92.0,21.58819309822156,79.49170971748485,5164,Snow
5243.0,2099-13-40 25:61,London,,8.380260859257174,26.0,18.26500900283155,71.08503929029175,1141,
5244.0,2024-01-11 03:00,London,Winter,9.223218867325247,95.0,43.643283018457545,32.95519770572273,7035,Fog
5245.0,11/01/2024 04AM,,Autumn,18.957110445690482,50.0,1.5784226560169479,68.99140639571961,3349,
5246.0,11/01/2024 05AM,London,Autumn,10.521397270125423,-10.0,20.3891866149226,65.44782372098067,3363,
5247.0,2024-01-11 06:00,London,Winter,2.7777857488214934,44.0,18.435481247679856,58.39811570072413,4631,Fog
5248.0,2024-01-11 07:00,,Winter,6.3899889853511045,27.0,,39.93017861556603,6328,
5249.0,11/01/2024 08AM,London,Autumn,,77.0,30.914099850119413,18.01826702623061,9508,
5250.0,2024-01-11T09:00Z,,Winter,,30.0,,33.97444525245584,5111,Storm
